Untitled,Pronunciation,Part of speech,English
ausí,/ˈaʊ̯ʃiː/,nf.,topic
ausí,/ˈaʊ̯ʃiː/,nf.,theme
auteann,/aʊ̯ˈtʲəunˠ/,v.,avoid
auteann,/aʊ̯ˈtʲəunˠ/,v.,avert
auteann,/aʊ̯ˈtʲəunˠ/,v.,divert
auteann,/aʊ̯ˈtʲəunˠ/,v.,deter
au,/aʊ̯/,adj.,big
au,/aʊ̯/,adj.,great (very large)
au,/aʊ̯/,adj.,huge
au,/aʊ̯/,adj.,popular
au räc,/aʊ̯ ɾɛːk/ [aʊ̯ ʁɛːk],nf.,thumb
auíonn,/aʊ̯ˈiːɔnˠ/ [ˈaʊ̯iːnˠ],v.,solve
auíonn,/aʊ̯ˈiːɔnˠ/ [ˈaʊ̯iːnˠ],v.,figure out
ascoea,/ˈasˠkəu̯/,adj.,gross
at,/atˠ/,adj.,jealous
atán,/ˈatˠæːnʲ/,nm.,father
a,/a/,prep.,around
apfög,/ˈapˠfˠøːg/,nf.,birth
ap,/apˠ/,adj.,weird
ap,/apˠ/,adj.,strange
ap,/apˠ/,adj.,peculiar
aßann,/ˈasˠsˠanˠ/,v.,clarify
aßuedianaíonn,/ˌasˠʊˌdʲanˠaˈiːɔnˠ/ [ˌasˠʊˈdʲanˠiːnˠ],v.,drip
aß,/asˠ/,nm.,parcel
aß,/asˠ/,nm.,package
aß,/asˠ/,nm.,bundle
aß,/asˠ/,nm.,packet
äf,/ɛːfˠ/,nm.,referendum
äféir,/ɛːˈfˠeːiɾ/ [ˈɛːfˠeːɾ],nm.,man
ächeann,/ɛːˈçəunˠ/,v.,punish
ächt,/ɛːxtˠ/,nm.,limb
äch,/ɛːç/,nnt.,peach
ächín,/ˈɛːxiːnʲ/,nm.,bunch
ächín,/ˈɛːxiːnʲ/,nm.,bundle
ächíonn,/ɛːˈçiːɔnˠ/ [ˈɛːçiːnˠ],v.,explode
ächíonn,/ɛːˈçiːɔnˠ/ [ˈɛːçiːnˠ],v.,blow up
ächíonn,/ɛːˈçiːɔnˠ/ [ˈɛːçiːnˠ],v.,blast
ädzán,/ˈɛːdʲʒæːnʲ/,nm.,counsel
äbheann,/ɛːˈvʲəunˠ/,v.,gamble
äbhán,/ˈɛːvʲæːnʲ/,nm.,visit
äbhíonn,/ɛːˈvʲiːɔnˠ/ [ˈɛːvʲiːnˠ],v.,sync
äzán,/ˈɛːʒæːnʲ/,nm.,illness
ällín,/ˈɛːliːnʲ/,nm.,cow
ällín,/ˈɛːliːnʲ/,nm.,buffalo
ällíonn,/ɛːˈliːɔnˠ/ [ˈɛːliːnˠ],v.,can
ämm,/ɛːmˠ/,adj.,cheap
änf,/ɛːnʲfʲ/,num.,thousand
änaíonn,/ˌɛːnˠaˈiːɔnˠ/ [ˈɛːnˠiːnˠ],v.,extract
änaíonn,/ˌɛːnˠaˈiːɔnˠ/ [ˈɛːnˠiːnˠ],v.,pluck
änaíonn,/ˌɛːŋaˈiːɔnˠ/ [ˈɛːŋiːnˠ],v.,boil
änéir,/ɛːˈŋeːiɾ/ [ˈɛːŋeːɾ],nm.,goal (objective)
änéir,/ɛːˈŋeːiɾ/ [ˈɛːŋeːɾ],nm.,destination
äníonn,/ɛːˈnʲiːɔnˠ/ [ˈɛːnʲiːnˠ],v.,try (strive)
äníonn,/ɛːˈnʲiːɔnˠ/ [ˈɛːnʲiːnˠ],v.,struggle
äreann,/ɛːˈɾəunˠ/,v.,faint
ästíonn,/ɛːʃˈtʲiːɔnˠ/ [ˈɛːʃtʲiːnˠ],v.,worry
äs,/ɛːʃ/,nnt.,foot
äs sceuegeann,/ɛːʃ ʃcʊˈgəunˠ/,nnt.,footprint
äsíonn,/ɛːˈʃiːɔnˠ/ [ˈɛːʃiːnˠ],v.,restrict
äsíonn,/ɛːˈʃiːɔnˠ/ [ˈɛːʃiːnˠ],v.,confine
äsí,/ˈɛːʃiː/,nf.,nitrogen
ätaíonn,/ˌɛːtˠaˈiːɔnˠ/ [ˈɛːtˠiːnˠ],v.,chat
ät,/ɛːtˠ/,nm.,infant
ät,/ɛːtʲ/,prep.,alongside
ät,/ɛːtʲ/,prep.,as well as
ä,/ɛː/,nnt.,land
äp,/ɛːpʲ/,adv.,yet
äpíonn,/ɛːˈpʲiːɔnˠ/ [ˈɛːpʲiːnˠ],v.,hang out
baiabhéir,/bˠɪˈvˠeːiɾ/ [ˈbˠɪweːɾ],nm.,lake
baiabhéir,/bˠɪˈvˠeːiɾ/ [ˈbˠɪweːɾ],nm.,pool
baiobh,/bˠɪvˠ/,nnt.,table
baiobh,/bˠɪvˠ/,nnt.,counter (flat, elevated surface)
baiobh,/bˠɪvˠ/,nnt.,bench
baiobh,/bˠɪvˠ/,nnt.,desk
bairdíonn,/bˠaɾˈdʲiːɔnˠ/ [ˈbˠaɾdʲiːnˠ],v.,lead
bairdíonn,/bˠaɾˈdʲiːɔnˠ/ [ˈbˠaɾdʲiːnˠ],v.,direct
bairdíonn,/bˠaɾˈdʲiːɔnˠ/ [ˈbˠaɾdʲiːnˠ],v.,conduct
baisí,/ˈbˠɪʃiː/,nf.,screen
baisí,/ˈbˠɪʃiː/,nf.,curtain
baisí,/ˈbˠɪʃiː/,nf.,umbrella
ballzán,/ˈbˠaɫʦæːnʲ/,nm.,fan (enthusiast)
baeifann,/ˈbˠaɪ̯fˠanˠ/,v.,illuminate
baemíonn,/bˠaˈmʲiːɔnˠ/ [ˈbˠamʲiːnˠ],v.,import
baempfíonn,/bˠamʲpʲˈfʲiːɔnˠ/ [ˈbˠamʲpʲfʲiːnˠ],v.,exclaim
baempfíonn,/bˠamʲpʲˈfʲiːɔnˠ/ [ˈbˠamʲpʲfʲiːnˠ],v.,proclaim
banaíonn,/ˌbˠanˠaˈiːɔnˠ/ [ˈbˠanˠiːnˠ],nf.,dealer
banaíonn,/ˌbˠanˠaˈiːɔnˠ/ [ˈbˠanˠiːnˠ],v.,deal
baugíonn,/bˠaʊ̯ˈgiːɔnˠ/ [ˈbˠaʊ̯giːnˠ],v.,provide
baugíonn,/bˠaʊ̯ˈgiːɔnˠ/ [ˈbˠaʊ̯giːnˠ],v.,cater
ba,/bˠa/,adj.,serial
bhir,/vʲɪɾ/,pron.,we (masc)
bhem,/vʲemʲ/,pron.,whom
bhó,/vˠoː/ [woː],pron.,who
bif,/bʲɪfʲ/,adv.,so
biamhír,/ˈbʲamˠiːɾ/,nf.,star
biamhír,/ˈbʲamˠiːɾ/,nf.,celebrity
biamhír caucheogéir,/ˈbʲamˠiːɾ ˌkaʊ̯çeˈɟeːiɾ/ [ˈbʲamˠiːɾ kaʊ̯ˈçeɟeːɾ],nf.,astronomy
bianaíonn,/ˌbʲanˠaˈiːɔnˠ/ [ˈbʲanˠiːnˠ],v.,borrow
biaudéhaitóir,/bʲaʊ̯ˌdʲeːhaˈtʲoːiɾ/ [ˌbʲaʊ̯dʲeːˈhatʲoːɾ],nm.,sentence
bioilóir,/bʲɔˈloːiɾ/ [ˈbʲɔloːɾ],nm.,den
bioilóir,/bʲɔˈloːiɾ/ [ˈbʲɔloːɾ],nm.,apartment
biuechúir,/bʲʊˈçuːiɾ/ [ˈbʲʊçuːɾ],nm.,port
biu,/bʲʊ/,nnt.,virgin
bi,/bʲɪ/,nnt.,justice
beaimeann,/bʲaˈmʲəunˠ/,v.,enlist
bealög,/ˈbʲəu̯løːg/,nf.,eel
beaelleann,/bʲaˈləunˠ/,v.,bounce
beanóir,/bʲaˈnˠoːiɾ/ [ˈbʲanˠoːɾ],nm.,whiskey
behocht,/ˈbʲehɔxtˠ/,nm.,descendant
beiíonn,/bʲaɪ̯ˈiːɔnˠ/ [ˈbʲaɪ̯iːnˠ],v.,scratch
bezíonn,/bʲeˈʒiːɔnˠ/ [ˈbʲeʒiːnˠ],v.,comply
bezíonn,/bʲeˈʒiːɔnˠ/ [ˈbʲeʒiːnˠ],v.,conform
bempfín,/ˈbʲemʲpʲfʲiːnʲ/,nm.,cheek
beoel,/bʲɔl/,adv.,either
beoenseann,/bʲɔɲˈʃəunˠ/,v.,smile
beufög,/ˈbʲefˠøːg/,nf.,beach
beuart,/bʲuə̯ʁtˠ/,nnt.,button (pushbutton)
beuaß,/bʲuə̯sˠ/,nnt.,microwave
beunann,/ˈbʲeŋanˠ/,v.,upset
beunann,/ˈbʲeŋanˠ/,v.,disrupt
beunann,/ˈbʲeŋanˠ/,v.,interrupt
be,/bʲe/,nnt.,rumor
be,/bʲe/,nnt.,gossip
boimpfán,/ˈbˠɔmʲpʲfʲæːnʲ/,nm.,recession
boiop,/bˠɪpˠ/,nnt.,titanium
bozír,/ˈbˠɔʦiːɾ/,nf.,circuit
boíonn,/bˠɔˈiːɔnˠ/ [bˠiːnˠ],v.,reflect
boprea,/bˠɔˈpˠɾəu/,nm.,armory
bop,/bˠɔpˠ/,nm.,weapon
böchéir,/bʲøːˈxeːiɾ/ [ˈbʲøːxeːɾ],nm.,heritage
bölín,/ˈbʲøːliːnʲ/,nf.,rust
böseann,/bˠøːˈʃəunˠ/,v.,convict
bö,/bˠøː/,nnt.,beer
braidh,/bˠʁɪvʲ/,nnt.,atmosphere
brainheit,/bˠʁanʲˈhaɪtʲ/,nf.,distance
brain,/bˠʁanʲ/,adj.,distant
braechíonn,/bˠʁeˈçiːɔnˠ/ [ˈbˠʁeçiːnˠ],v.,remind
braes,/bˠʁaʃ/,num.,one
branaíonn,/ˌbˠʁanˠaˈiːɔnˠ/ [ˈbˠʁanˠiːnˠ],v.,pass
branaíonn,/ˌbˠʁanˠaˈiːɔnˠ/ [ˈbˠʁanˠiːnˠ],v.,cross
braublíbhóir,/ˌbˠʁaʊ̯bʲliːˈvʲoːiɾ/ [bˠʁaʊ̯ˈbʲliːvʲoːɾ],nm.,empathy
bra freníonn,/bˠra fʲɾeˈnʲiːɔnˠ/ [bˠra ˈfʲɾenʲiːnˠ],nnt.,elevation
bra crädzaíonn,/bˠra ˌkʁɛːdˠʦaˈiːɔnˠ/ [bˠra ˈkʁɛːdˠʦiːnˠ],nm.,drawing
bra crionn,/bˠra ˈcɾɪɔnˠ/,nm.,insurance
bra airíonn,/bˠra aˈɾiːɔnˠ/ [bˠra ˈaɾiːnˠ],nnt.,detention
bra aesíonn,/bˠra aˈʃiːɔnˠ/ [bˠra ˈaʃiːnˠ],nnt.,frost
bra glüíonn,/bˠra ɟɫʏːˈiːɔnˠ/ [bˠra ˈɟɫʏːiːnˠ],v.,education
bra gráníonn,/bˠra gɾæːˈɲiːɔnˠ/ [bˠra ˈgɾæːɲiːnˠ],nnt.,certificate
bra génaíonn,/bˠra ˌɟeːnˠaˈiːɔnˠ/ [bˠra ˈɟeːnˠiːnˠ],nf.,report
bra ibhúnaíonn,/bˠra ɪˌvʲuːnˠaˈiːɔnˠ/ [bˠra ɪˈvʲuːnˠiːnˠ],nf.,joint
bra ißeamheann,/bˠra ˌɪʃəu̯ˈmʲəunˠ/,nnt.,hate
bra zaeanann,/bˠra ˈʦeŋanˠ/,nnt.,product (item made)
bra zaeißeann,/bˠra ʦaɪ̯ˈʃəunˠ/,nnt.,spelling
bra lliunsann,/bˠra ˈlʊŋsˠanˠ/,nnt.,opening
bra eiíonn,/bˠra aɪ̯ˈiːɔnˠ/ [bˠra ˈaɪ̯iːnˠ],nm.,record
bra eipíonn,/bˠra aɪ̯ˈpʲiːɔnˠ/ [bˠra ˈaɪ̯pʲiːnˠ],nf.,relationship
bra eusíonn,/bˠra ɔʏ̯ˈʃiːɔnˠ/ [bˠra ˈɔʏ̯ʃiːnˠ],nm.,meeting
bra mueanann,/bˠra ˈmˠəu̯ŋanˠ/,nf.,organization
bra ücheann,/bˠra ʏːˈçəunˠ/,nm.,knowledge
bra saensíonn,/bˠra sˠaɲˈʃiːɔnˠ/ [bˠra ˈsˠaɲʃiːnˠ],nf.,sewer
bra étíonn,/bˠra eːˈtʲiːɔnˠ/ [bˠra ˈeːtʲiːnˠ],nnt.,sleep
bra pfiaellíonn,/bˠra pʲfʲaˈliːɔnˠ/ [bˠra ˈpʲfʲaliːnˠ],nm.,infection
bra Uelíonn,/bˠra nˠʊˈliːɔnˠ/ [bˠra ˈnˠʊliːnˠ],nm.,abuse
briaunúir,/bʲɾaʊ̯ˈŋuːiɾ/ [ˈbʲɾaʊ̯ŋuːɾ],nm.,temperature
brillbüíonn,/ˌbʲɾɪlbʲʏːˈiːɔnˠ/ [bʲɾɪlˈbʲʏːiːnˠ],v.,tug
brioinsög,/ˈbʲɾɔɲʃøːg/,nf.,car
brionn,/ˈbʲɾɪɔnˠ/,v.,expel
briu,/bʲɾʊ/,adj.,thin (slender)
briu,/bʲɾʊ/,adj.,slim
bri,/bʲɾɪ/,nnt.,acronym
breallz,/bʲɾaɫʦ/,nnt.,nest
breallz,/bʲɾaɫʦ/,nnt.,treasure
brea,/bʲɾa/,adj.,funny
brellíonn,/bʲɾeˈliːɔnˠ/ [ˈbʲɾeliːnˠ],v.,pronounce
breoileann,/bʲɾɔˈləunˠ/,v.,hack
breollzoeueg,/bʲɾɔɫˈʦɔʏg/,nf.,honey
breoíonn,/bʲɾɔˈiːɔnˠ/ [bʲɾiːnˠ],v.,flirt
breuazög,/ˈbʲɾuə̯ʦøːg/,nf.,click
breuanf,/bʲɾuə̯nʲfʲ/,nnt.,parliament
breuaßais,/ˈbʲɾuə̯sˠsˠɪʃ/,adj.,religious
breuaß,/bʲɾuə̯sˠsˠ/,nnt.,church
breuaß,/bʲɾuə̯sˠsˠ/,nnt.,chapel
breuaß,/bʲɾuə̯sˠsˠ/,nnt.,shrine
breuaß,/bʲɾuə̯sˠsˠ/,nnt.,religion
breuaß,/bʲɾuə̯sˠsˠ/,nnt.,cult
breuzann,/ˈbʲɾɔʏ̯ʦanˠ/,v.,discourage
breuzann,/ˈbʲɾɔʏ̯ʦanˠ/,v.,deter
breu,/bʲɾɔʏ̯/,adj.,automatic
broeat,/bˠʁetˠ/,interj.,well
broeatíonn,/bˠʁəu̯ˈtʲiːɔnˠ/ [ˈbˠʁəu̯tʲiːnˠ],v.,escort
broeaß,/bˠʁesˠ/,nm.,hospital
broeaß,/bˠʁesˠ/,nm.,ward
broelín,/ˈbˠʁɔliːnʲ/,nf.,hurricane
broeuntoeu,/ˈbˠʁɔʏ̯nˠtˠɔʏ̯/,nnt.,camera
broesí,/ˈbˠʁɔʃiː/,nf.,embassy
bro,/bˠʁɔ/,nnt.,film
bruiráchteann,/ˌbˠʁʊɾæːçˈtʲəunˠ/,v.,qualify
bruecht,/bˠʁeçtʲ/,nnt.,gas
bruelúns,/ˈbˠʁeluːŋsˠ/,nnt.,keyboard
brueteann,/bˠʁeˈtʲəunˠ/,v.,act
brueteann,/bˠʁeˈtʲəunˠ/,v.,behave
brue,/bˠʁe/,adv.,where
bru,/bˠʁʊ/,pron.,nothing
brüchíonn,/bˠʁʏːˈçiːɔnˠ/ [ˈbˠʁʏːçiːnˠ],v.,torture
brüz,/bˠʁʏːʒ/,nnt.,pond
brüllín,/ˈbˠʁʏːliːnʲ/,nf.,sand
brüt,/bˠʁʏːtʲ/,nnt.,valley
brállír,/ˈbˠʁæːɫiːɾ/,nf.,crumb
bréann,/ˈbʲɾeːanˠ/ [bʲɾeːnˠ],v.,bake
brégóir,/bʲɾeːˈɟoːiɾ/ [ˈbʲɾeːɟoːɾ],nm.,plateau
brénstuitümhán,/ˌbʲɾeːnˠsˠtˠʊˈtʲʏːmˠæːnʲ/,nm.,controversy
bréonn,/ˈbˠʁeːɔnˠ/ [bˠʁeːnˠ],v.,keep (store)
bréonn,/ˈbˠʁeːɔnˠ/ [bˠʁeːnˠ],v.,store
bréraíonn,/ˌbʲɾeːʁaˈiːɔnˠ/ [ˈbʲɾeːʁiːnˠ],v.,direct
bréraíonn,/ˌbʲɾeːʁaˈiːɔnˠ/ [ˈbʲɾeːʁiːnˠ],v.,conduct
bróchéir,/bʲɾoːˈçeːiɾ/ [ˈbʲɾoːçeːɾ],nm.,clothes
bróchéir,/bʲɾoːˈçeːiɾ/ [ˈbʲɾoːçeːɾ],nm.,clothing
bróchéir,/bʲɾoːˈçeːiɾ/ [ˈbʲɾoːçeːɾ],nm.,garment
brót,/bˠʁoːtʲ/,adj.,wrong
brúc,/bˠʁuːk/,nm.,dart
brúnaíonn,/ˌbˠʁuːnˠaˈiːɔnˠ/ [ˈbˠʁuːnˠiːnˠ],v.,watch
brúst,/bʲɾuːʃtʲ/,adj.,practical
brúst,/bʲɾuːʃtʲ/,adj.,pragmatic
brú,/bˠʁuː/,adj.,pretty
buillíníonn,/ˌbˠʊliːˈnʲiːɔnˠ/ [bˠʊˈliːnʲiːnˠ],v.,weigh
builín,/ˈbˠʊliːnʲ/,nf.,weight
buehoez,/ˈbˠehɔʒ/,nnt.,detail
buezóir,/bˠeˈʒoːiɾ/ [ˈbˠeʒoːɾ],nm.,image
buezóir,/bˠeˈʒoːiɾ/ [ˈbˠeʒoːɾ],nm.,appearance (looks)
buelliaunn,/bˠeˈlaʊnˠ/,nf.,calendar
buelliaunn,/bˠeˈlaʊnˠ/,nf.,schedule
buelliaunn,/bˠeˈlaʊnˠ/,nf.,roster
bueleaíonn,/ˌbˠeləu̯ˈiːɔnˠ/ [bˠeˈləu̯iːnˠ],v.,distinguish
bue,/bˠe/,nnt.,year
buíonn,/bˠʊˈiːɔnˠ/ [bˠiːnˠ],nm.,life (living organism)
buíonn,/bˠʊˈiːɔnˠ/ [bˠiːnˠ],v.,live
buíonn,/bˠʊˈiːɔnˠ/ [bˠiːnˠ],v.,survive
büdz,/bʲʏːdˠʦ/,nnt.,appetite
bünf,/bˠʏːnʲfʲ/,nnt.,pornography
bünéz,/ˈbˠʏːnˠeːʦ/,adj.,volatile
büsí,/ˈbʲʏːʃiː/,nf.,heir
bü,/bˠʏː/,nnt.,yacht
bü,/bʲʏː/,adv.,nevertheless
bü,/bʲʏː/,adv.,regardless
bü,/bʲʏː/,adv.,even though
bánaíonn,/ˌbˠæːnˠaˈiːɔnˠ/ [ˈbˠæːnˠiːnˠ],v.,trick
bánaíonn,/ˌbˠæːnˠaˈiːɔnˠ/ [ˈbˠæːnˠiːnˠ],v.,deceive
bánaíonn,/ˌbˠæːnˠaˈiːɔnˠ/ [ˈbˠæːnˠiːnˠ],v.,bluff
bédz,/bˠeːdʲʒ/,pron.,one
béllín,/ˈbˠeːliːnʲ/,nf.,wife
bíchtí,/ˈbʲiːçtʲiː/,adv.,yesterday
bíonn,/ˈbˠiːɔnˠ/ [bˠiːnˠ],v.,flick
bí,/bˠiː/,adj.,minor
bí,/bˠiː/,adj.,mere
bí,/bˠiː/,adj.,petty
bónaíonn,/ˌbˠoːnˠaˈiːɔnˠ/ [ˈbˠoːnˠiːnˠ],nm.,change
bónaíonn,/ˌbˠoːnˠaˈiːɔnˠ/ [ˈbˠoːnˠiːnˠ],v.,change
bón,/bˠoːɲ/,nnt.,coat
bón,/bˠoːɲ/,nnt.,jacket
bón,/bˠoːɲ/,nnt.,cloak
bór,/bʲoːɾ/,adj.,formal
bó,/bʲoː/,prep.,for (a period of time or length of distance)
bóßueuig,/bˠoːsˠˈsˠɔʏg/,nf.,array
bóßueuig,/bˠoːsˠˈsˠɔʏg/,nf.,spectrum
búcht,/bʲuːçtʲ/,adj.,available
búdzír,/ˈbˠuːdˠʦiːɾ/,nf.,glass
búdzír,/ˈbˠuːdˠʦiːɾ/,nf.,lens
búdeit,/ˈbˠuːdʲaɪ̯tʲ/,nnt.,pear
búnn,/bʲuːnˠ/,nnt.,grain
búnn,/bʲuːnˠ/,nnt.,cereal
búptúir,/bˠuːpʲˈtʲuːiɾ/ [ˈbˠuːpʲtʲuːɾ],nm.,phone
gaiach,/ɟɪx/,adj.,obese
gail,/ɟal/,adv.,behind
gail,/ɟal/,adv.,back
gairz,/ɟaɾʒ/,nnt.,scale (skin of reptiles)
gaireann,/ɟaˈɾəunˠ/,v.,climb
gaireann,/ɟaˈɾəunˠ/,v.,escalate
gairtheit,/ɟaɾtʲˈhaɪtʲ/,nf.,happiness
gaz,/ɟaʦ/,adj.,flirtatious
gaeadzúir,/ɟedˠˈʦuːiɾ/ [ˈɟedˠʦuːɾ],nm.,fusion
gaeagómhúgann,/ˌɟəu̯goːˈmʲuːɟanˠ/,nnt.,care
gaeagómúganoich,/ɟəu̯ˌgoːmʲuːˈɟanˠɪç/,adj.,careful
gaeaz,/ɟeʦ/,nnt.,money
gaeaz,/ɟeʦ/,nnt.,wealth
gaeamm,/ɟemˠ/,nnt.,twilight
gaeans,/ɟeŋsˠ/,adj.,usual
gaeapfög,/ˈɟəu̯pˠfˠøːg/,nf.,lightning
gaelín,/ˈɟaliːnʲ/,nf.,job
gaert,/ɟaɾtʲ/,adj.,happy
gaeuch,/ɟex/,adj.,temporary
gaeuch,/ɟex/,adj.,brief
gaeustán,/ˈɟɔʏ̯ʃtʲæːnʲ/,nm.,hydrogen
gaeptóir,/ɟapʲˈtʲoːiɾ/ [ˈɟapʲtʲoːɾ],nm.,mistress
ganóir,/ɟaˈŋoːiɾ/ [ˈɟaŋoːɾ],nm.,life (lifetime)
ganóir,/ɟaˈŋoːiɾ/ [ˈɟaŋoːɾ],nm.,life (soul)
gaufrúnfueuig,/ˌɟaʊ̯fʲɾuːnˠˈfˠɔʏg/,nf.,step (footstep)
gaullíonn,/ɟaʊ̯ˈliːɔnˠ/ [ˈɟaʊ̯liːnˠ],v.,deny
gaullíonn,/ɟaʊ̯ˈliːɔnˠ/ [ˈɟaʊ̯liːnˠ],v.,reject
gaullíonn,/ɟaʊ̯ˈliːɔnˠ/ [ˈɟaʊ̯liːnˠ],v.,refuse
gaullíonn,/ɟaʊ̯ˈliːɔnˠ/ [ˈɟaʊ̯liːnˠ],v.,veto
gastann,/ˈɟasˠtˠanˠ/,v.,rise
gastann,/ˈɟasˠtˠanˠ/,v.,escalate
gäf,/gɛːfˠ/,nnt.,flu
gähásheit,/ˌɟɛːhæːʃˈhaɪtʲ/,nm.,youth
gähás,/ˈɟɛːhæːʃ/,adj.,young
gäz,/ɟɛːʦ/,nnt.,barrel
gäz,/ɟɛːʦ/,nnt.,cylinder
gäz,/ɟɛːʦ/,nnt.,drum
gäzín,/ˈgɛːʦiːnʲ/,nm.,tin
gätoeps,/ˈgɛːtˠɔpʲʃ/,nnt.,urine
giaimhíonn,/gaˈmʲiːɔnˠ/ [ˈgamʲiːnˠ],v.,scatter
giazír,/ˈgaʦiːɾ/,nf.,half
giartög,/ˈgɪʁtˠøːg/,nf.,string
giartög,/ˈgɪʁtˠøːg/,nf.,strand
giaß,/gɪsˠ/,adj.,gray
gibt,/gɪbʲtʲ/,pron.,there (are)
gibt,/gɪbʲtʲ/,pron.,there (is)
gigí,/ˈgɪgiː/,nnt.,view
gioch,/gɔx/,nm.,yogurt
gioechíonn,/gɔˈçiːɔnˠ/ [ˈgɔçiːnˠ],v.,sew
gioíonn,/gɔˈiːɔnˠ/ [giːnˠ],nf.,vendor
gioß,/gɔsˠ/,nm.,pact
giuarzaíonn,/ˌguə̯ʁʦaˈiːɔnˠ/ [ˈguə̯ʁʦiːnˠ],v.,see
giuarzaíonn,/ˌguə̯ʁʦaˈiːɔnˠ/ [ˈguə̯ʁʦiːnˠ],v.,realize
giuarzaíonn,/ˌguə̯ʁʦaˈiːɔnˠ/ [ˈguə̯ʁʦiːnˠ],v.,detect
giunúch,/ˈgɪŋuːx/,nm.,perfume
giupán,/ˈgʊpˠæːnʲ/,nm.,meat
giupán,/ˈgʊpˠæːnʲ/,nm.,animal
giupán,/ˈgʊpˠæːnʲ/,nm.,fish
gi,/gɪ/,nnt.,chest
glaionn,/ˈɟɫɪɔnˠ/,v.,fight
glaipeann,/ɟɫaˈpʲəunˠ/,v.,bore
glaip,/ɟɫapʲ/,adj.,boring
glaißeann,/ɟɫɪˈʃəunˠ/,v.,fail
glazír,/ˈɟɫaʦiːɾ/,nf.,comedy
glazír,/ˈɟɫaʦiːɾ/,nf.,humor
glazír,/ˈɟɫaʦiːɾ/,nf.,wit
glaeneann,/ɟɫaˈɲəunˠ/,v.,discriminate
glaeßeann,/ɟɫaˈʃəunˠ/,v.,huddle
glarzír,/ˈɟɫaʁʦiːɾ/,nf.,ginger
glaut,/ɟɫaʊ̯tʲ/,nnt.,bureaucrat
glascunsög,/ɟɫasˠˈkʊnˠsˠøːg/,nf.,sanctuary
glächann,/ˈglɛːxanˠ/,v.,attack
gläg,/ɟɫɛːɟ/,nm.,glue
gläg,/ɟɫɛːɟ/,nm.,paste
glänaíonn,/ˌɟɫɛːnˠaˈiːɔnˠ/ [ˈɟɫɛːnˠiːnˠ],v.,seduce
glänaíonn,/ˌɟɫɛːnˠaˈiːɔnˠ/ [ˈɟɫɛːnˠiːnˠ],v.,lure
glärt,/ɟɫɛːɾtʲ/,adj.,stupid
glärt,/ɟɫɛːɾtʲ/,adj.,dumb
glärt,/ɟɫɛːɾtʲ/,adj.,silly
glä,/glɛː/,adv.,not
gläps,/glɛːpˠsˠ/,adj.,aesthetic
gliaudz,/glaʊ̯dʲʒ/,nnt.,kid
glizíonn,/glɪˈʒiːɔnˠ/ [ˈglɪʒiːnˠ],v.,cull
glizíonn,/glɪˈʒiːɔnˠ/ [ˈglɪʒiːnˠ],v.,extract
glineann,/glɪˈnʲəunˠ/,v.,provoke
glineann,/glɪˈnʲəunˠ/,v.,exacerbate
glioit,/glɔtʲ/,adj.,last (final)
glioit,/glɔtʲ/,adj.,last (previous)
glioll,/glɪɫ/,nnt.,bathroom
glionann,/ˈglɔnˠanˠ/,v.,govern
glionann,/ˈglɔnˠanˠ/,v.,reign
glionög,/ˈglɪŋøːg/,nf.,complex
gliua,/gluə̯/,nnt.,staple
gleann,/ˈgleanˠ/,v.,panic
gleaunfán,/ˈglaʊ̯nʲfʲæːnʲ/,nm.,prince
glebioíonn,/ˌglebʲɔˈiːɔnˠ/ [ˈglebʲiːnˠ],v.,afford
gleinann,/ˈglaɪ̯ŋanˠ/,v.,pinch
gleufiuips,/ˈglɔʏ̯fʲʊpʲʃ/,adj.,humble
gleufiuips,/ˈglɔʏ̯fʲʊpʲʃ/,adj.,modest
gle,/gle/,conj.,unless
gloifémhög,/ɟɫɔˈfʲeːmʲøːg/,nf.,range
gloifémhög,/ɟɫɔˈfʲeːmʲøːg/,nf.,spectrum
glozánis,/ɟɫɔˈʦæːnʲɪʃ/,adj.,academic
glozán,/ˈɟɫɔʦæːnʲ/,nm.,school
glollúir,/ɟɫɔˈɫuːiɾ/ [ˈɟɫɔɫuːɾ],nm.,underwear
gloensír,/ˈɟɫenʲʃiːɾ/,nf.,shower
gloenéir,/ɟɫeˈnʲeːiɾ/ [ˈɟɫenʲeːɾ],nm.,rodent
gloesóir,/ɟɫɔˈʃoːiɾ/ [ˈɟɫɔʃoːɾ],nm.,ash
glorann,/ˈɟɫɔʁanˠ/,v.,wonder
glo,/ɟɫɔ/,adj.,holy
glo,/ɟɫɔ/,adj.,sacred
gloíonn,/ɟɫɔˈiːɔnˠ/ [ɟɫiːnˠ],v.,shuffle
glöl,/ɟɫøːl/,nnt.,officer
glötír,/ˈgløːtʲiːɾ/,nf.,lace
glö,/gløː/,adv.,today
glö,/gløː/,adv.,now
gluamm,/ɟɫuə̯mˠ/,nm.,bass
gluizeann,/ɟɫʊˈʒəunˠ/,v.,keep (save, retain)
gluizeann,/ɟɫʊˈʒəunˠ/,v.,guard
gluinféir,/ɟɫɪnʲˈfʲeːiɾ/ [ˈɟɫɪnʲfʲeːɾ],nm.,mat
gluins,/ɟɫʊɲʃ/,nnt.,theory
gluins,/ɟɫʊɲʃ/,nnt.,premise
gluionn,/ˈɟɫɪɔnˠ/,nnt.,fight
